file_path,label
C:\Users\dhruv\Desktop\archive\train\training_data (1049).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (105).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1050).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1051).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1052).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1053).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1054).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1055).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1056).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1057).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1058).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1059).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (106).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1060).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1061).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1062).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1063).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1064).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1065).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1066).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1067).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1068).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1069).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (107).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1070).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1071).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1072).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1073).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1074).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1075).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1076).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1077).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1078).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1079).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (108).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1080).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1081).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1082).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1083).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1084).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1085).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1086).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1087).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1088).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1089).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (109).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1090).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1091).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1092).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1093).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1094).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1095).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1096).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1097).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1098).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1099).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (11).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (110).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1100).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1101).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1102).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1103).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1104).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1105).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1106).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1107).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1108).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1109).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (111).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1110).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1111).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1112).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1113).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1114).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1115).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1116).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1117).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1118).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1119).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (112).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1120).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1121).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1122).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1123).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1124).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1125).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1126).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1127).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1128).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1129).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (113).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1130).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1131).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1132).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1133).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1134).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1135).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1136).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1137).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1138).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1139).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (114).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1140).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1141).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1142).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1143).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1144).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1145).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1146).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1147).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1148).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1149).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (115).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1150).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1151).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1152).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1153).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1154).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1155).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1156).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1157).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1158).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1159).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (116).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1160).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1161).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1162).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1163).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1164).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1165).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1166).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1167).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1168).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1169).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (117).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1170).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1171).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1172).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1173).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1174).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1175).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1176).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1177).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1178).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1179).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (118).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1180).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1181).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1182).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1183).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1184).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1185).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1186).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1187).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1188).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1189).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (119).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1190).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1191).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1192).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1193).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1194).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1195).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1196).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1197).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1198).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1199).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (12).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (120).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1200).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1201).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1202).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1203).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1204).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1205).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1206).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1207).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1208).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1209).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (121).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1210).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1211).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1212).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1213).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1214).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1215).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1216).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1217).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1218).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1219).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (122).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1220).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1221).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1222).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1223).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1224).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1225).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1226).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1227).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1228).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1229).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (123).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1230).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1231).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1232).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1233).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1234).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1235).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1236).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1237).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1238).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1239).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (124).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1240).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1241).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1242).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1243).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1244).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1245).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1246).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1247).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1248).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1249).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (125).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1250).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1251).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1252).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1253).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1254).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1255).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1256).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1257).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1258).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1259).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (126).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1260).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1261).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1262).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1263).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1264).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1265).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1266).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1267).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1268).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1269).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (127).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1270).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1271).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1272).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1273).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1274).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1275).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1276).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1277).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1278).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1279).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (128).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1280).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1281).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1282).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1283).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1284).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1285).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1286).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1287).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1288).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1289).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (129).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1290).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1291).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1292).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1293).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1294).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1295).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1296).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1297).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1298).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1299).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (13).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (130).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1300).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1301).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1302).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1303).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1304).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1305).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1306).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1307).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1308).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1309).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (131).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1310).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1311).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1312).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1313).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1314).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1315).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1316).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1317).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1318).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1319).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (132).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1320).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1321).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1322).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1323).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1324).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1325).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1326).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1327).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1328).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1329).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (133).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1330).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1331).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1332).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1333).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1334).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1335).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1336).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1337).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1338).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1339).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (134).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1340).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1341).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1342).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1343).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1344).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1345).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1346).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1347).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1348).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1349).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (135).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1350).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1351).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1352).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1353).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1354).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1355).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1356).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1357).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1358).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1359).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (136).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1360).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1361).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1362).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1363).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1364).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1365).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1366).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1367).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1368).jpg,train
C:\Users\dhruv\Desktop\archive\train\training_data (1369).jpg,train
